"id";"fullpath";"published";"dcTitle";"dcDescription";"from";"to";"datetext";"Luogo rappresentazione";"Enti collegati";"Persone collegate";"Recite collegate";"Opere musicali collegate"
"56661";"/Produzioni/2018 Show (56661)";"1";"Show";"Hofesh Shechter Company (EN-); I Teatri, Reggio Emilia (EN-)";"2018-03-17";"2018-03-17";"2018";"[
    {
        ""Id"": 187,
        ""nome"": ""Reggio Emilia"",
        ""relazione"": ""luogo della prima rappresentazione/esecuzione""
    },
    {
        ""Id"": 9415,
        ""nome"": ""Teatro Ariosto"",
        ""relazione"": ""edificio della prima rappresentazione/esecuzione""
    }
]";"[
    {
        ""Identificativo"": 29716,
        ""Nome"": ""I Teatri di Reggio Emilia"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 31401,
        ""Nome"": ""Hofesh Shechter Company"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 29169,
        ""Nome"": ""Curran, Lee"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29170,
        ""Nome"": ""Godin, Richard"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62565,
        ""Nome"": ""Shechter II.\nShow"",
        ""Ruolo"": """"
    }
]";"[]"
"56662";"/Produzioni/2017 Mamma mia! (56662)";"1";"Mamma mia!";"";"2017-01-01";"2017-01-31";"2017";"[]";"[
    {
        ""Identificativo"": 30941,
        ""Nome"": ""ATI Il Sistina"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 31201,
        ""Nome"": ""Peep Arrow Entertainment"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 11186,
        ""Nome"": ""Piparo, Massimo Romeo"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 11183,
        ""Nome"": ""Croce, Roberto"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 27178,
        ""Nome"": ""Betona, Cecilia"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 26854,
        ""Nome"": ""Ceprani, Daniele"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 27177,
        ""Nome"": ""Caruso, Teresa"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62566,
        ""Nome"": ""Mamma mia!"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62568,
        ""Nome"": ""Mamma mia!"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62569,
        ""Nome"": ""Mamma mia!"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62570,
        ""Nome"": ""Mamma mia!"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62567,
        ""Nome"": ""Mamma mia!"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62762,
        ""Nome"": ""Mamma mia!"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62763,
        ""Nome"": ""Mamma mia!"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 72982,
        ""Nome"": ""Mamma mia!"",
        ""Ruolo"": """"
    }
]"
"56663";"/Produzioni/2017 La regina di ghiaccio (56663)";"1";"La regina di ghiaccio";"";"2017-01-01";"2017-01-31";"2017";"[]";"[
    {
        ""Identificativo"": 31409,
        ""Nome"": ""Viola Produzioni"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 31473,
        ""Nome"": ""Teatro Brancaccio"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 25276,
        ""Nome"": ""Colombi, Maurizio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 28310,
        ""Nome"": ""Pivano, Rita"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 28674,
        ""Nome"": ""Grossi, Francesca"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 31550,
        ""Nome"": ""Chiti, Alessandro"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62571,
        ""Nome"": ""La regina di ghiaccio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62572,
        ""Nome"": ""La regina di ghiaccio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62573,
        ""Nome"": ""La regina di ghiaccio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62574,
        ""Nome"": ""La regina di ghiaccio"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 72983,
        ""Nome"": ""La regina di ghiaccio"",
        ""Ruolo"": """"
    }
]"
"56664";"/Produzioni/Jersey Boys. Il Musical (56664)";"1";"Jersey Boys. Il Musical";"";"";"";"";"[]";"[
    {
        ""Identificativo"": 29722,
        ""Nome"": ""Teatro Nuovo (Milano)"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 12478,
        ""Nome"": ""Insegno, Claudio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 11738,
        ""Nome"": ""Longoni, Angelo"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 17405,
        ""Nome"": ""Pera, Graziella"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29190,
        ""Nome"": ""Pop, Alin Teodor"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 18360,
        ""Nome"": ""Comotti, Roberto"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 28812,
        ""Nome"": ""Comotti, Andrea"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62575,
        ""Nome"": ""Jersey Boys. Il Musical"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62576,
        ""Nome"": ""Jersey Boys. Il Musical"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62577,
        ""Nome"": ""Jersey Boys. Il Musical"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 72984,
        ""Nome"": ""Jersey Boys. Il Musical"",
        ""Ruolo"": """"
    }
]"
"56665";"/Produzioni/2018 La Gioconda (56665)";"1";"La Gioconda";"";"2018-03-16";"2018-03-16";"2018";"[
    {
        ""Id"": 178,
        ""nome"": ""Piacenza"",
        ""relazione"": ""luogo della prima rappresentazione/esecuzione""
    },
    {
        ""Id"": 8713,
        ""nome"": ""Teatro Municipale"",
        ""relazione"": ""edificio della prima rappresentazione/esecuzione""
    }
]";"[
    {
        ""Identificativo"": 29700,
        ""Nome"": ""Teatro Comunale di Modena"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 29714,
        ""Nome"": ""Teatro Municipale di Piacenza"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 29716,
        ""Nome"": ""I Teatri di Reggio Emilia"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 29202,
        ""Nome"": ""Bertolani, Federico"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12338,
        ""Nome"": ""Casadei, Monica"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 26501,
        ""Nome"": ""Bettella, Valeria Donata"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 16848,
        ""Nome"": ""Baldiserri, Fiammetta"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29203,
        ""Nome"": ""Belli, Andrea"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62578,
        ""Nome"": ""La Gioconda"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62579,
        ""Nome"": ""La Gioconda"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 71162,
        ""Nome"": ""La Gioconda"",
        ""Ruolo"": """"
    }
]"
"56666";"/Produzioni/2017 Robin Hood. Il Musical (56666)";"1";"Robin Hood. Il Musical";"Tunnel Produzioni (EN-); Media Produzioni (EN-)";"2017-11-03";"2017-11-03";"2017";"[
    {
        ""Id"": 4327,
        ""nome"": ""Fabriano"",
        ""relazione"": ""luogo della prima rappresentazione/esecuzione""
    },
    {
        ""Id"": 9107,
        ""nome"": ""Teatro Gentile"",
        ""relazione"": ""edificio della prima rappresentazione/esecuzione""
    }
]";"[
    {
        ""Identificativo"": 31474,
        ""Nome"": ""Tunnel Produzioni"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 31475,
        ""Nome"": ""Media Produzioni"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 27179,
        ""Nome"": ""Simone, Mauro"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 25294,
        ""Nome"": ""Bruce, Gillian"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29216,
        ""Nome"": ""Cicolani, Fabio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29217,
        ""Nome"": ""Mulazzani, Monica"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29218,
        ""Nome"": ""Cerpolini, Silvia"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29219,
        ""Nome"": ""Vastarella, Dario"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29215,
        ""Nome"": ""Crea, Roberto"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29220,
        ""Nome"": ""Soria, Mariano"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62580,
        ""Nome"": ""Robin Hood. Il Musical"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62582,
        ""Nome"": ""Robin Hood. Il Musical"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62583,
        ""Nome"": ""Robin Hood. Il Musical"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62581,
        ""Nome"": ""Robin Hood. Il Musical"",
        ""Ruolo"": """"
    }
]";"[]"
"56667";"/Produzioni/2018 Gigì. Innamorarsi a Parigi (56667)";"1";"Gigì. Innamorarsi a Parigi";"";"2018-01-01";"2018-01-31";"2018";"[]";"[
    {
        ""Identificativo"": 29548,
        ""Nome"": ""Compagnia Corrado Abbati"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 26878,
        ""Nome"": ""Calisi, Cristina"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29221,
        ""Nome"": ""Ješe, Jaro"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 10570,
        ""Nome"": ""Abbati, Corrado"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62585,
        ""Nome"": ""Gigì. \r\nInnamorarsi a Parigi"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62584,
        ""Nome"": ""Gigì. \r\nInnamorarsi a Parigi"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 72986,
        ""Nome"": ""Gigì. Innamorarsi a Parigi"",
        ""Ruolo"": """"
    }
]"
"56668";"/Produzioni/2018 Musica ribelle. La forza dell'amore (56668)";"1";"Musica ribelle. La forza dell'amore";"TodoModo Music-All (EN-)";"2018-01-01";"2018-01-31";"2018";"[]";"[
    {
        ""Identificativo"": 31308,
        ""Nome"": ""TodoModo Music-All"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 27684,
        ""Nome"": ""Gamba, Emanuele"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 16994,
        ""Nome"": ""Niccolini, Francesco"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62586,
        ""Nome"": ""Musica ribelle. \r\nLa forza dell'amore"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62587,
        ""Nome"": ""Musica ribelle. \r\nLa forza dell'amore"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62588,
        ""Nome"": ""Musica ribelle. \r\nLa forza dell'amore"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 72987,
        ""Nome"": ""Musica ribelle"",
        ""Ruolo"": """"
    }
]"
"56669";"/Produzioni/2017 Era ieri (56669)";"1";"Era ieri";"";"2017-01-01";"2017-01-31";"2017";"[]";"[
    {
        ""Identificativo"": 30406,
        ""Nome"": ""Teatro delle Briciole Solares Fondazione delle Arti"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 27048,
        ""Nome"": ""Baruffini, Beatrice"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29239,
        ""Nome"": ""Bovaia, Andrea"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 27028,
        ""Nome"": ""Curà, Emiliano"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 26964,
        ""Nome"": ""Carboni, Valerio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29240,
        ""Nome"": ""Asti, Mario"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62591,
        ""Nome"": ""Era ieri"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62592,
        ""Nome"": ""Era ieri"",
        ""Ruolo"": """"
    }
]";"[]"
"56670";"/Produzioni/2017 Il paese senza parole (56670)";"1";"Il paese senza parole";"";"2017-01-01";"2017-01-31";"2017";"[]";"[
    {
        ""Identificativo"": 31476,
        ""Nome"": ""Rosso Teatro"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 31477,
        ""Nome"": ""Atelier Teatro Danza"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 13139,
        ""Nome"": ""Anglisani, Roberto"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29243,
        ""Nome"": ""Salvischiani, Mirella"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29242,
        ""Nome"": ""Batelli, Marianna"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29245,
        ""Nome"": ""Batelli, Marcello"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62593,
        ""Nome"": ""Il paese senza parole"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62594,
        ""Nome"": ""Il paese senza parole"",
        ""Ruolo"": """"
    }
]";"[]"
"56671";"/Produzioni/La freccia azzurra (56671)";"1";"La freccia azzurra";"Fondazione AIDA (EN-)";"";"";"";"[]";"[
    {
        ""Identificativo"": 30649,
        ""Nome"": ""Fondazione AIDA"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 27587,
        ""Nome"": ""Pongiluppi, Catia"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29247,
        ""Nome"": ""Roncolato, Marlene"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62595,
        ""Nome"": ""La freccia azzurra"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62603,
        ""Nome"": ""La freccia azzurra"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62604,
        ""Nome"": ""La freccia azzurra"",
        ""Ruolo"": """"
    }
]";"[]"
"56672";"/Produzioni/2017 Gli aiutanti di Babbo natale (56672)";"1";"Gli aiutanti di Babbo natale";"";"2017-01-01";"2017-01-31";"2017";"[]";"[
    {
        ""Identificativo"": 31476,
        ""Nome"": ""Rosso Teatro"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 31478,
        ""Nome"": ""Ullalà Teatro"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 29245,
        ""Nome"": ""Batelli, Marcello"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29242,
        ""Nome"": ""Batelli, Marianna"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62596,
        ""Nome"": ""Gli aiutanti di Babbo natale"",
        ""Ruolo"": """"
    }
]";"[]"
"56673";"/Produzioni/Ma mère l'oye, Mamma oca (56673)";"1";"Ma mère l'oye, Mamma oca";"Perugia Musica Classica (EN-)";"";"";"";"[]";"[
    {
        ""Identificativo"": 31435,
        ""Nome"": ""Perugia Musica Classica"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 28343,
        ""Nome"": ""Donati, Giorgio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29251,
        ""Nome"": ""Pontini, Marco"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62598,
        ""Nome"": ""Ma mère l'oye, Mamma oca"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62597,
        ""Nome"": ""Ma mère l'oye, Mamma oca"",
        ""Ruolo"": """"
    }
]";"[]"
"56674";"/Produzioni/2017 I tre moschettieri (56674)";"1";"I tre moschettieri";"";"2017-01-01";"2017-01-31";"2017";"[]";"[
    {
        ""Identificativo"": 31435,
        ""Nome"": ""Perugia Musica Classica"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 26883,
        ""Nome"": ""Ramadori, Leonardo"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 28344,
        ""Nome"": ""Frondini, Simone"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 28343,
        ""Nome"": ""Donati, Giorgio"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62600,
        ""Nome"": ""I tre moschettieri"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62599,
        ""Nome"": ""I tre moschettieri"",
        ""Ruolo"": """"
    }
]";"[]"
"56675";"/Produzioni/La gallinella rossa (56675)";"1";"La gallinella rossa";"Tanti Cosi Progetti (EN-)";"";"";"";"[]";"[
    {
        ""Identificativo"": 30658,
        ""Nome"": ""Tanti Cosi Progetti"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 23930,
        ""Nome"": ""Conti, Danilo"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62605,
        ""Nome"": ""La gallinella rossa"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62606,
        ""Nome"": ""La gallinella rossa"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62602,
        ""Nome"": ""La gallinella rossa"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62601,
        ""Nome"": ""La gallinella rossa"",
        ""Ruolo"": """"
    }
]";"[]"
"56676";"/Produzioni/2017 Buio (56676)";"1";"Buio";"";"2017-01-01";"2017-01-31";"2017";"[]";"[
    {
        ""Identificativo"": 31298,
        ""Nome"": ""Scarlattine Teatro"",
        ""Ruolo"": ""produzione""
    }
]";"[]";"[
    {
        ""Identificativo"": 62610,
        ""Nome"": ""Buio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62609,
        ""Nome"": ""Buio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62608,
        ""Nome"": ""Buio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62607,
        ""Nome"": ""Buio"",
        ""Ruolo"": """"
    }
]";"[]"
"56677";"/Produzioni/2017 Fiabesca (56677)";"1";"Fiabesca";"";"2017-01-01";"2017-01-31";"2017";"[]";"[
    {
        ""Identificativo"": 31141,
        ""Nome"": ""Tam Teatro Musica Ideazione"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 26445,
        ""Nome"": ""Bussolotto, Flavia"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 26447,
        ""Nome"": ""Sambin, Michele"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 28046,
        ""Nome"": ""Martinello, Alessandro"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 26450,
        ""Nome"": ""Fabris, Claudia"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62612,
        ""Nome"": ""Fiabesca"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62611,
        ""Nome"": ""Fiabesca"",
        ""Ruolo"": """"
    }
]";"[]"
