"id";"fullpath";"dcTitle"
"11750";"/Persone/Marchetti, Maurizio (11750)";"Marchetti, Maurizio"
"11751";"/Persone/Colombo, Chiara (11751)";"Colombo, Chiara"
"11752";"/Persone/Viviani, Vittorio (11752)";"Viviani, Vittorio"
"11753";"/Persone/Verso, Alberto (11753)";"Verso, Alberto"
"11754";"/Persone/Coli, Bruno (11754)";"Coli, Bruno"
"11755";"/Persone/Crivelli, Filippo (11755)";"Crivelli, Filippo"
"11756";"/Persone/Serreau, Coline (11756)";"Serreau, Coline"
"11757";"/Persone/Repetti, Carlo (11757)";"Repetti, Carlo"
"11758";"/Persone/Sciaccaluga, Marco (11758)";"Sciaccaluga, Marco"
"11759";"/Persone/Serpi, Roberto (11759)";"Serpi, Roberto"
"11760";"/Persone/Fogacci, Gianluigi (11760)";"Fogacci, Gianluigi"
"11761";"/Persone/Mesciulam, Massimo (11761)";"Mesciulam, Massimo"
"11762";"/Persone/Vanni, Federico (11762)";"Vanni, Federico"
"11763";"/Persone/Brizi, Massimo (11763)";"Brizi, Massimo"
"11764";"/Persone/Favata, Vito (11764)";"Favata, Vito"
"11765";"/Persone/Bellandi, Riccardo (11765)";"Bellandi, Riccardo"
"11766";"/Persone/Schiavoni, Alessandra (11766)";"Schiavoni, Alessandra"
"11767";"/Persone/Bossi, Elsa (11767)";"Bossi, Elsa"
"11768";"/Persone/Piaz, Gianna (11768)";"Piaz, Gianna"
"11769";"/Persone/Niego, Piero (11769)";"Niego, Piero"
"11770";"/Persone/Bessegato, Paolo (11770)";"Bessegato, Paolo"
"11771";"/Persone/Bollini, Patrizia (11771)";"Bollini, Patrizia"
"11772";"/Persone/Rossi, Bruna (11772)";"Rossi, Bruna"
"11773";"/Persone/Wilde, Oscar (11773)";"Wilde, Oscar"
"11774";"/Persone/Lojodice, Giuliana (11774)";"Lojodice, Giuliana"
"11775";"/Persone/Galazzi, Ester (11775)";"Galazzi, Ester"
"11776";"/Persone/Paiato, Maria (11776)";"Paiato, Maria"
"11777";"/Persone/Porta, Barbara (11777)";"Porta, Barbara"
"11778";"/Persone/Pennafina, Marina (11778)";"Pennafina, Marina"
"11779";"/Persone/Tagliolini, Patrizia (11779)";"Tagliolini, Patrizia"
"11780";"/Persone/Consani, Lamberto (11780)";"Consani, Lamberto"
"11781";"/Persone/Ranieri, Maurizio (11781)";"Ranieri, Maurizio"
"11782";"/Persone/Sepe, Giancarlo (11782)";"Sepe, Giancarlo"
"11783";"/Persone/Almodóvar, Pedro (11783)";"Almodóvar, Pedro"
"11784";"/Persone/Chiocchio, Sabina (11784)";"Chiocchio, Sabina"
"11785";"/Persone/Acone, Teresa (11785)";"Acone, Teresa"
"11786";"/Persone/Placido, Michele (11786)";"Placido, Michele"
"11787";"/Persone/Jelo, Guja (11787)";"Jelo, Guja"
"11788";"/Persone/Bellomo, Nino (11788)";"Bellomo, Nino"
"11789";"/Persone/Proia, Karin (11789)";"Proia, Karin"
"11790";"/Persone/Zarbo, Peppe (11790)";"Zarbo, Peppe"
"11791";"/Persone/Velo, Edoardo (11791)";"Velo, Edoardo"
"11792";"/Persone/Aronica, Gaetano (11792)";"Aronica, Gaetano"
"11793";"/Persone/Scarlata, Joseph (11793)";"Scarlata, Joseph"
"11794";"/Persone/Colonnese, Raymond (11794)";"Colonnese, Raymond"
"11795";"/Persone/Santamaria, Patrizia (11795)";"Santamaria, Patrizia"
"11796";"/Persone/Federico, Gianni (11796)";"Federico, Gianni"
"11797";"/Persone/Calcullo, Esmeralda (11797)";"Calcullo, Esmeralda"
"11798";"/Persone/Cassano, Teodoro (11798)";"Cassano, Teodoro"
"11799";"/Persone/Iodice, Antonio (11799)";"Iodice, Antonio"
"11800";"/Persone/Raggi, Gianni (11800)";"Raggi, Gianni"
"11801";"/Persone/Moore, Simon (11801)";"Moore, Simon"
"11802";"/Persone/Mastrodomenico, Jerry (11802)";"Mastrodomenico, Jerry"
"11803";"/Persone/Cimaglia, Massimo (11803)";"Cimaglia, Massimo"
"11804";"/Persone/Francisci, Luciano (11804)";"Francisci, Luciano"
"11805";"/Persone/Francisci, Maurizio (11805)";"Francisci, Maurizio"
"11806";"/Persone/Rossi, Daniela (11806)";"Rossi, Daniela"
"11807";"/Persone/Romano, Sebastiano (11807)";"Romano, Sebastiano"
"11808";"/Persone/Rostand, Edmond (11808)";"Rostand, Edmond"
"11809";"/Persone/Micol, Pino (11809)";"Micol, Pino"
"11810";"/Persone/Salerno, Riccardo (11810)";"Salerno, Riccardo"
"11811";"/Persone/Bendazzoli, Paolo (11811)";"Bendazzoli, Paolo"
"11812";"/Persone/Puglisi, Aldo (11812)";"Puglisi, Aldo"
"11813";"/Persone/Iori, Vladimir (11813)";"Iori, Vladimir"
"11814";"/Persone/Manetti, Giuliano (11814)";"Manetti, Giuliano"
"11815";"/Persone/Bianco, Sebastiano (11815)";"Bianco, Sebastiano"
"11816";"/Persone/Palla, Gigi (11816)";"Palla, Gigi"
"11817";"/Persone/Bax, Maria Teresa (11817)";"Bax, Maria Teresa"
"11818";"/Persone/De Nichilo, Simonetta (11818)";"De Nichilo, Simonetta"
"11819";"/Persone/Rossi, Vittorio (11819)";"Rossi, Vittorio"
"11820";"/Persone/Piccolo, Giuti (11820)";"Piccolo, Giuti"
"11821";"/Persone/Pambieri, Micol (11821)";"Pambieri, Micol"
"11822";"/Persone/Franciosa, Massimiliano (11822)";"Franciosa, Massimiliano"
"11823";"/Persone/Vasquez, Concita (11823)";"Vasquez, Concita"
"11824";"/Persone/Mainoni, Lorenzo (11824)";"Mainoni, Lorenzo"
"11825";"/Persone/Brazza, Filippo (11825)";"Brazza, Filippo"
"11826";"/Persone/Minetti, Marco (11826)";"Minetti, Marco"
"11827";"/Persone/Vinci, Sebastiano (11827)";"Vinci, Sebastiano"
"11828";"/Persone/Ferri, Fabio (11828)";"Ferri, Fabio"
"11829";"/Persone/Castiglia, Lisio (11829)";"Castiglia, Lisio"
"11830";"/Persone/Ravello, Rolando (11830)";"Ravello, Rolando"
"11831";"/Persone/Iasevoli, Antonio (11831)";"Iasevoli, Antonio"
"11832";"/Persone/Fario, Tiziano (11832)";"Fario, Tiziano"
"11833";"/Persone/Coletti, Mirco (11833)";"Coletti, Mirco"
"11834";"/Persone/Bosetti, Giulio (11834)";"Bosetti, Giulio"
"11835";"/Persone/Biondi, Marina (11835)";"Biondi, Marina"
"11836";"/Persone/Daolio, Giulia (11836)";"Daolio, Giulia"
"11837";"/Persone/Siravo, Edoardo (11837)";"Siravo, Edoardo"
"11838";"/Persone/Romano, Sergio (11838)";"Romano, Sergio"
"11839";"/Persone/Salines, Antonio (11839)";"Salines, Antonio"
"11840";"/Persone/Fasolo, Piergiorgio (11840)";"Fasolo, Piergiorgio"
"11841";"/Persone/Conte, Umberto (11841)";"Conte, Umberto"
"11842";"/Persone/Pannelli, Nicola (11842)";"Pannelli, Nicola"
"11843";"/Persone/Bonfigli, Marina (11843)";"Bonfigli, Marina"
"11844";"/Persone/Lassalle, Jacques (11844)";"Lassalle, Jacques"
"11845";"/Persone/Sabounghi, Rudy (11845)";"Sabounghi, Rudy"
"11846";"/Persone/Cauchettier, Patrice (11846)";"Cauchettier, Patrice"
"11847";"/Persone/Thevenon, Franck (11847)";"Thevenon, Franck"
"11848";"/Persone/Marlowe, Christopher (11848)";"Marlowe, Christopher"
"11849";"/Persone/Mandolini, Mauro (11849)";"Mandolini, Mauro"
"11850";"/Persone/Cassini, Dario (11850)";"Cassini, Dario"
"11851";"/Persone/Calcagno, Giuseppe (11851)";"Calcagno, Giuseppe"
"11852";"/Persone/Casciano, Felice (11852)";"Casciano, Felice"
"11853";"/Persone/Innocentini, Giampaolo (11853)";"Innocentini, Giampaolo"
"11854";"/Persone/Lucarelli, Ivan (11854)";"Lucarelli, Ivan"
"11855";"/Persone/Tocchi, Antonio (11855)";"Tocchi, Antonio"
"11856";"/Persone/Luxardo, Marina (11856)";"Luxardo, Marina"
"11857";"/Persone/Villatico, Dino (11857)";"Villatico, Dino"
"11858";"/Persone/Bulgarelli, Davide (11858)";"Bulgarelli, Davide"
"11859";"/Persone/Ponzoni, Aurelio (11859)";"Ponzoni, Aurelio"
"11860";"/Persone/Kattabi, Mohamed El (11860)";"Kattabi, Mohamed El"
"11861";"/Persone/Nouhoun, Diakite (11861)";"Nouhoun, Diakite"
"11862";"/Persone/Traore, Abou Raoul (11862)";"Traore, Abou Raoul"
"11863";"/Persone/Tramonti, Sergio (11863)";"Tramonti, Sergio"
"11864";"/Persone/Perin, Raffaele (11864)";"Perin, Raffaele"
"11865";"/Persone/Lupo, Angelo (11865)";"Lupo, Angelo"
"11866";"/Persone/Brilli, Nancy (11866)";"Brilli, Nancy"
"11867";"/Persone/Crippa, Giovanni (11867)";"Crippa, Giovanni"
"11868";"/Persone/Santi, Giovanni (11868)";"Santi, Giovanni"
"11869";"/Persone/Albanesi, Fabio (11869)";"Albanesi, Fabio"
"11870";"/Persone/Fiastri, Jacopo (11870)";"Fiastri, Jacopo"
"11871";"/Persone/Roussin, André (11871)";"Roussin, André"
"11872";"/Persone/Falchi, Donatello (11872)";"Falchi, Donatello"
"11873";"/Persone/Ruggeri, Roberto (11873)";"Ruggeri, Roberto"
"11874";"/Persone/Peruzzi, Ruggero (11874)";"Peruzzi, Ruggero"
"11875";"/Persone/Pizzo, Beppe (11875)";"Pizzo, Beppe"
"11876";"/Persone/Palazzeschi, Aldo (11876)";"Palazzeschi, Aldo"
"11877";"/Persone/Terni, Paolo (11877)";"Terni, Paolo"
"11878";"/Persone/Ascione, Luigi (11878)";"Ascione, Luigi"
"11879";"/Persone/Courir, Elisabetta (11879)";"Courir, Elisabetta"
"11880";"/Persone/Viviani, Raffaele (11880)";"Viviani, Raffaele"
"11881";"/Persone/Brachetti, Arturo (11881)";"Brachetti, Arturo"
"11882";"/Persone/Lelli, Biancamaria (11882)";"Lelli, Biancamaria"
"11883";"/Persone/Lombardi, Rosato (11883)";"Lombardi, Rosato"
"11884";"/Persone/Verrengia, Antimo (11884)";"Verrengia, Antimo"
"11885";"/Persone/Castelli, Mariella (11885)";"Castelli, Mariella"
"11886";"/Persone/Traversa, Antonio (11886)";"Traversa, Antonio"
"11887";"/Persone/Fabrizi, Sabrina (11887)";"Fabrizi, Sabrina"
"11888";"/Persone/Sarzi Amadè, Massimo (11888)";"Sarzi Amadè, Massimo"
"11889";"/Persone/Moretti, Bruno (11889)";"Moretti, Bruno"
"11890";"/Persone/Renzullo, Michele (11890)";"Renzullo, Michele"
"11891";"/Persone/Bocca, Giuliano (11891)";"Bocca, Giuliano"
"11892";"/Persone/Baroni, Paolo (11892)";"Baroni, Paolo"
"11893";"/Persone/Pirandello, Luigi (11893)";"Pirandello, Luigi"
"11894";"/Persone/Gherardi, Olga (11894)";"Gherardi, Olga"
"11895";"/Persone/Zappa Mulas, Patrizia (11895)";"Zappa Mulas, Patrizia"
"11896";"/Persone/Cimmino, Francesca (11896)";"Cimmino, Francesca"
"11897";"/Persone/Accorsi, Stefano (11897)";"Accorsi, Stefano"
"11898";"/Persone/Caimmi, Andrea (11898)";"Caimmi, Andrea"
"11899";"/Persone/Capogrossi, Giovanna (11899)";"Capogrossi, Giovanna"
"11900";"/Persone/Lodirio, Stefano (11900)";"Lodirio, Stefano"
"11901";"/Persone/Lo Presti, Michelangelo (11901)";"Lo Presti, Michelangelo"
"11902";"/Persone/Nieddu, Mariano (11902)";"Nieddu, Mariano"
"11903";"/Persone/Nosari, Pierr (11903)";"Nosari, Pierr"
"11904";"/Persone/Renga, Luisa (11904)";"Renga, Luisa"
"11905";"/Persone/Rota, Simona (11905)";"Rota, Simona"
"11906";"/Persone/Scardoni, Giovanna (11906)";"Scardoni, Giovanna"
"11907";"/Persone/Yourcenar, Marguerite (11907)";"Yourcenar, Marguerite"
"11908";"/Persone/Albertazzi, Giorgio (11908)";"Albertazzi, Giorgio"
"11909";"/Persone/Antico, Alfio (11909)";"Antico, Alfio"
"11910";"/Persone/Senesi, Giorgia (11910)";"Senesi, Giorgia"
"11911";"/Persone/Farina, Domenico (11911)";"Farina, Domenico"
"11912";"/Persone/Angrisani, Gerardo (11912)";"Angrisani, Gerardo"
"11913";"/Persone/Cano, Pedro (11913)";"Cano, Pedro"
"11914";"/Persone/Paniagua, Gregorio (11914)";"Paniagua, Gregorio"
"11915";"/Persone/Calizza, Lia (11915)";"Calizza, Lia"
"11916";"/Persone/Forioso, Orlando (11916)";"Forioso, Orlando"
"11917";"/Persone/Collodi, Carlo (11917)";"Collodi, Carlo"
"11918";"/Persone/Vassallo, Carmelo (11918)";"Vassallo, Carmelo"
"11919";"/Persone/Torre, Alessandra (11919)";"Torre, Alessandra"
"11920";"/Persone/Fossati, Giuliano (11920)";"Fossati, Giuliano"
"11921";"/Persone/Cereseto, Bruno (11921)";"Cereseto, Bruno"
"11922";"/Persone/Fabbri, Pietro (11922)";"Fabbri, Pietro"
"11923";"/Persone/Romei, Roberto (11923)";"Romei, Roberto"
"11924";"/Persone/Piccolo, Franco (11924)";"Piccolo, Franco"
"11925";"/Persone/Testa, Andrea (11925)";"Testa, Andrea"
"11926";"/Persone/Traverso, Antonio (11926)";"Traverso, Antonio"
"11927";"/Persone/Binosi, Remo (11927)";"Binosi, Remo"
"11928";"/Persone/Manzon, Carla (11928)";"Manzon, Carla"
"11929";"/Persone/Pezzoli, Cristina (11929)";"Pezzoli, Cristina"
"11930";"/Persone/Cecchi, Nanà (11930)";"Cecchi, Nanà"
"11931";"/Persone/Visioli, Franco (11931)";"Visioli, Franco"
"11932";"/Persone/Wertmüller, Lina (11932)";"Wertmüller, Lina"
"11933";"/Persone/D'Angiò, Greco (11933)";"D'Angiò, Greco"
"11934";"/Persone/Rosi, Carolina (11934)";"Rosi, Carolina"
"11935";"/Persone/Persico, Gino (11935)";"Persico, Gino"
"11936";"/Persone/Cenci, Athina (11936)";"Cenci, Athina"
"11937";"/Persone/Calandra, Giuliana (11937)";"Calandra, Giuliana"
"11938";"/Persone/Vanni, Eleonora (11938)";"Vanni, Eleonora"
"11939";"/Persone/Amatucci, Luisa (11939)";"Amatucci, Luisa"
"11940";"/Persone/Folli, Franco (11940)";"Folli, Franco"
"11941";"/Persone/Apuleio, Lucio (11941)";"Apuleio, Lucio"
"11942";"/Persone/Di Antonio, Raffaele (11942)";"Di Antonio, Raffaele"
"11943";"/Persone/Di Rosolini, Piero (11943)";"Di Rosolini, Piero"
"11944";"/Persone/Saladino, Gabriella (11944)";"Saladino, Gabriella"
"11945";"/Persone/Tremblay, Michel (11945)";"Tremblay, Michel"
"11946";"/Persone/Guidi, Silvia (11946)";"Guidi, Silvia"
"11947";"/Persone/Paci, Anna (11947)";"Paci, Anna"
"11948";"/Persone/Visibelli, Beatrice (11948)";"Visibelli, Beatrice"
"11949";"/Persone/Bedino, Alessandra (11949)";"Bedino, Alessandra"
"11950";"/Persone/Russo, Donatella (11950)";"Russo, Donatella"
"11951";"/Persone/Meacci, Anna (11951)";"Meacci, Anna"
"11952";"/Persone/Garuglieri, Sandra (11952)";"Garuglieri, Sandra"
"11953";"/Persone/Bauco, Monica (11953)";"Bauco, Monica"
"11954";"/Persone/Arrighi, Simona (11954)";"Arrighi, Simona"
"11955";"/Persone/Ermini, Marcella (11955)";"Ermini, Marcella"
"11956";"/Persone/Coveri, Vania (11956)";"Coveri, Vania"
"11957";"/Persone/Marzili, Federica (11957)";"Marzili, Federica"
"11958";"/Persone/Demuru, Monica (11958)";"Demuru, Monica"
"11959";"/Persone/Rotondi, Vania (11959)";"Rotondi, Vania"
"11960";"/Persone/Muti, Cecilia (11960)";"Muti, Cecilia"
"11961";"/Persone/Pasquini, Giovanni (11961)";"Pasquini, Giovanni"
"11962";"/Persone/Riccioni, Daniele (11962)";"Riccioni, Daniele"
"11963";"/Persone/Nativi, Barbara (11963)";"Nativi, Barbara"
"11964";"/Persone/Milopulos, Dimitri (11964)";"Milopulos, Dimitri"
"11965";"/Persone/Baraldi, Marco (11965)";"Baraldi, Marco"
"11966";"/Persone/Pazzi, Valerio (11966)";"Pazzi, Valerio"
"11967";"/Persone/Donati, Fausta (11967)";"Donati, Fausta"
"11968";"/Persone/Pistilli, Luigi (11968)";"Pistilli, Luigi"
"11969";"/Persone/Spiga, Marco (11969)";"Spiga, Marco"
"11970";"/Persone/Noè, Franco (11970)";"Noè, Franco"
"11971";"/Persone/Bergonzoni, Alessandro (11971)";"Bergonzoni, Alessandro"
"11972";"/Persone/Calabrò, Claudio (11972)";"Calabrò, Claudio"
"11973";"/Persone/Bellei, Mauro (11973)";"Bellei, Mauro"
"11974";"/Persone/Rame, Franca (11974)";"Rame, Franca"
"11975";"/Persone/Amoroso, Fabio (11975)";"Amoroso, Fabio"
"11976";"/Persone/Corso, Francesca (11976)";"Corso, Francesca"
"11977";"/Persone/De Juli, Marina (11977)";"De Juli, Marina"
"11978";"/Persone/Pirovano, Mario (11978)";"Pirovano, Mario"
"11979";"/Persone/Zanotti, Matteo (11979)";"Zanotti, Matteo"
"11980";"/Persone/Corso, Arturo (11980)";"Corso, Arturo"
"11981";"/Persone/Sartre, Jean-Paul (11981)";"Sartre, Jean-Paul"
"11982";"/Persone/Fantoni, Sergio (11982)";"Fantoni, Sergio"
"11983";"/Persone/Di Iorio, Piero (11983)";"Di Iorio, Piero"
"11984";"/Persone/Masteroff, Joe (11984)";"Masteroff, Joe"
"11985";"/Persone/Kander, John (11985)";"Kander, John"
"11986";"/Persone/Ebb, Fred (11986)";"Ebb, Fred"
"11987";"/Persone/Baccarini, Maria Laura (11987)";"Baccarini, Maria Laura"
"11988";"/Persone/Cannavacciuolo, Gennaro (11988)";"Cannavacciuolo, Gennaro"
"11989";"/Persone/Reali, Carlo (11989)";"Reali, Carlo"
"11990";"/Persone/Carosi, Giorgio (11990)";"Carosi, Giorgio"
"11991";"/Persone/D'Alessio, Michela (11991)";"D'Alessio, Michela"
"11992";"/Persone/Eleonori, Gabriella (11992)";"Eleonori, Gabriella"
"11993";"/Persone/Fusco, Renata (11993)";"Fusco, Renata"
"11994";"/Persone/Pagano, Pamela (11994)";"Pagano, Pamela"
"11995";"/Persone/Pezzi, Daniela (11995)";"Pezzi, Daniela"
"11996";"/Persone/Santarossa, Elisa (11996)";"Santarossa, Elisa"
"11997";"/Persone/Aurele, Marc (11997)";"Aurele, Marc"
"11998";"/Persone/Moschella, Giovanni (11998)";"Moschella, Giovanni"
"11999";"/Persone/Leonori, Lella (11999)";"Leonori, Lella"
"12000";"/Persone/Mosca, Gianna (12000)";"Mosca, Gianna"
"12001";"/Persone/Howard, Peter (12001)";"Howard, Peter"
"12002";"/Persone/Capossela, Vinicio (12002)";"Capossela, Vinicio"
"12003";"/Persone/Quatrosi, Stefano (12003)";"Quatrosi, Stefano"
"12004";"/Persone/Agustoni, Corinna (12004)";"Agustoni, Corinna"
"12005";"/Persone/Martini, Virginia (12005)";"Martini, Virginia"
"12006";"/Persone/Crippa, Cristina (12006)";"Crippa, Cristina"
"12007";"/Persone/De Santis, Silvana (12007)";"De Santis, Silvana"
"12008";"/Persone/Dall'Orto, Italo (12008)";"Dall'Orto, Italo"
"12009";"/Persone/Pascarelli, Teresa (12009)";"Pascarelli, Teresa"
"12010";"/Persone/Marchione, Claudio (12010)";"Marchione, Claudio"
"12011";"/Persone/Zapparoli, Anna (12011)";"Zapparoli, Anna"
"12012";"/Persone/Borciani, Mario (12012)";"Borciani, Mario"
"12013";"/Persone/Sinagra, Antonio (12013)";"Sinagra, Antonio"
"12014";"/Persone/Walter, Anna (12014)";"Walter, Anna"
"12015";"/Persone/Morgia, Simona (12015)";"Morgia, Simona"
"12016";"/Persone/Fattore, Tenerezza (12016)";"Fattore, Tenerezza"
"12017";"/Persone/Bove, Gabriella (12017)";"Bove, Gabriella"
"12018";"/Persone/Pannullo, Fernando (12018)";"Pannullo, Fernando"
"12019";"/Persone/Morra, Gigio (12019)";"Morra, Gigio"
"12020";"/Persone/Pizzirani, Giulio C. (12020)";"Pizzirani, Giulio C."
"12021";"/Persone/Cascino, Ciro (12021)";"Cascino, Ciro"
"12022";"/Persone/Chiantone, Maurizio (12022)";"Chiantone, Maurizio"
"12023";"/Persone/Angelomè, Ludovico (12023)";"Angelomè, Ludovico"
"12024";"/Persone/Farallo, Antonio (12024)";"Farallo, Antonio"
"12025";"/Persone/Ventura, Tony (12025)";"Ventura, Tony"
"12026";"/Persone/Gleijeses, Geppy (12026)";"Gleijeses, Geppy"
"12027";"/Persone/Alloisio, Giampiero (12027)";"Alloisio, Giampiero"
"12028";"/Persone/Barzizza, Isa (12028)";"Barzizza, Isa"
"12029";"/Persone/Gleijeses, Lorenzo (12029)";"Gleijeses, Lorenzo"
"12030";"/Persone/Esposito, Luca (12030)";"Esposito, Luca"
"12031";"/Persone/Sommella, Cetty (12031)";"Sommella, Cetty"
"12032";"/Persone/Turina, Luciana (12032)";"Turina, Luciana"
"12033";"/Persone/Pugliese, Armando (12033)";"Pugliese, Armando"
"12034";"/Persone/Fossati, Ivano (12034)";"Fossati, Ivano"
"12035";"/Persone/Finardi, Eugenio (12035)";"Finardi, Eugenio"
"12036";"/Persone/Dorfman, Ariel (12036)";"Dorfman, Ariel"
"12037";"/Persone/Sbragia, Giancarlo (12037)";"Sbragia, Giancarlo"
"12038";"/Persone/Zanetti, Giancarlo (12038)";"Zanetti, Giancarlo"
"12039";"/Persone/Sbragia, Ottavio (12039)";"Sbragia, Ottavio"
"12040";"/Persone/Ferrari, Franco (12040)";"Ferrari, Franco"
"12041";"/Persone/Parodi, Marco (12041)";"Parodi, Marco"
"12042";"/Persone/Bruguier, Cristiana (12042)";"Bruguier, Cristiana"
"12043";"/Persone/Gel'man, Aleksandr (12043)";"Gel'man, Aleksandr"
"12044";"/Persone/Guzzanti, Sabina (12044)";"Guzzanti, Sabina"
"12045";"/Persone/Guzzanti, Corrado (12045)";"Guzzanti, Corrado"
"12046";"/Persone/Riondino, David (12046)";"Riondino, David"
"12047";"/Persone/Bertolucci, Giuseppe (12047)";"Bertolucci, Giuseppe"
"12048";"/Persone/Guerritore, Monica (12048)";"Guerritore, Monica"
"12049";"/Persone/Foschi, Massimo (12049)";"Foschi, Massimo"
"12050";"/Persone/Virgilio, Luciano (12050)";"Virgilio, Luciano"
"12051";"/Persone/Di Stasio, Alberto (12051)";"Di Stasio, Alberto"
"12052";"/Persone/Greganti, Roberta (12052)";"Greganti, Roberta"
"12053";"/Persone/Paladini, Mauro (12053)";"Paladini, Mauro"
"12054";"/Persone/Giorgetti, Marco (12054)";"Giorgetti, Marco"
"12055";"/Persone/Tommasini, Francesco (12055)";"Tommasini, Francesco"
"12056";"/Persone/Lupano, Giorgio (12056)";"Lupano, Giorgio"
"12057";"/Persone/Russotto, Fabrizio (12057)";"Russotto, Fabrizio"
"12058";"/Persone/Gagliardi, Francesco (12058)";"Gagliardi, Francesco"
"12059";"/Persone/Ivaldi, Irene (12059)";"Ivaldi, Irene"
"12060";"/Persone/Contigiani, Giorgio (12060)";"Contigiani, Giorgio"
"12061";"/Persone/Calafiore, Claudio (12061)";"Calafiore, Claudio"
"12062";"/Persone/Tormen, Nanni (12062)";"Tormen, Nanni"
"12063";"/Persone/Palumbo, Antonio (12063)";"Palumbo, Antonio"
"12064";"/Persone/Pastoressa, Damiano (12064)";"Pastoressa, Damiano"
"12065";"/Persone/Demola, Piero (12065)";"Demola, Piero"
"12066";"/Persone/Cianfichi, Stefano (12066)";"Cianfichi, Stefano"
"12067";"/Persone/Carnini, Giorgio (12067)";"Carnini, Giorgio"
"12068";"/Persone/Tondelli, Pier Vittorio (12068)";"Tondelli, Pier Vittorio"
"12069";"/Persone/Maccarinelli, Piero (12069)";"Maccarinelli, Piero"
"12070";"/Persone/Vannucchi, Sabina (12070)";"Vannucchi, Sabina"
"12071";"/Persone/Nogara, Anna (12071)";"Nogara, Anna"
"12072";"/Persone/Morosi, Ugo Maria (12072)";"Morosi, Ugo Maria"
"12073";"/Persone/Nicolodi, Daria (12073)";"Nicolodi, Daria"
"12074";"/Persone/De Lellis, Gianni (12074)";"De Lellis, Gianni"
"12075";"/Persone/Battiston, Giuseppe (12075)";"Battiston, Giuseppe"
"12076";"/Persone/Piccolo, Ottavia (12076)";"Piccolo, Ottavia"
"12077";"/Persone/Aslanidis, Dorotea (12077)";"Aslanidis, Dorotea"
"12078";"/Persone/D'Onofrio, Valeria (12078)";"D'Onofrio, Valeria"
"12079";"/Persone/Zardini, Giorgio (12079)";"Zardini, Giorgio"
"12080";"/Persone/Bardwell, John (12080)";"Bardwell, John"
"12081";"/Persone/Guarnieri, Annamaria (12081)";"Guarnieri, Annamaria"
"12082";"/Persone/Occhini, Ilaria (12082)";"Occhini, Ilaria"
