id;fullpath;published;dcTitle;dcDescription;from;to;datetext;Luogo rappresentazione;Enti collegati;Persone collegate;Recite collegate;Opere musicali collegate;luogo_rappresentazione;luogo_rappresentazione_id;edificio_rappresentazione;edificio_rappresentazione_id;enti_collegati_clean;enti_collegati_id;enti_collegati_ruolo;persone_collegate_clean;persone_collegate_id;persone_collegate_ruolo;recite_collegate_clean;recite_collegate_id;opere_collegate_clean;opere_collegate_id;enti_collegati;persone_collegate;recite_collegate;opere_collegate
56685;/Produzioni/La regina della neve (56685);1.0;La regina della neve;"Ca&#39; Luogo d&#39;Arte, Gattatico (RE) (EN-)";;;;[];"[
    {
        'Identificativo': 30934,
        'Nome': 'Ca' Luogo d'Arte',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 29262,
        'Nome': 'Borgatti, Giada',
        'Ruolo': ''
    },
    {
        'Identificativo': 25223,
        'Nome': 'Galloni, Donatello',
        'Ruolo': ''
    },
    {
        'Identificativo': 26722,
        'Nome': 'Bercini, Maurizio',
        'Ruolo': ''
    },
    {
        'Identificativo': 29261,
        'Nome': 'Manichelli, Sonia',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 62642,
        'Nome': 'La regina della neve',
        'Ruolo': ''
    },
    {
        'Identificativo': 62643,
        'Nome': 'La regina della neve',
        'Ruolo': ''
    },
    {
        'Identificativo': 62627,
        'Nome': 'La regina della neve',
        'Ruolo': ''
    },
    {
        'Identificativo': 62626,
        'Nome': 'La regina della neve',
        'Ruolo': ''
    }
]";[];;;;;;30934;produzione;;29262, 25223, 26722, 29261;, , , ;;62642, 62643, 62627, 62626;;;Ca' Luogo d'Arte;Giada Borgatti, Donatello Galloni, Maurizio Bercini, Sonia Manichelli;La regina della neve, La regina della neve, La regina della neve, La regina della neve;
56686;/Produzioni/Zuppa di sasso (56686);1.0;Zuppa di sasso;Tanti Cosi Progetti (EN-);;;;[];"[
    {
        'Identificativo': 30658,
        'Nome': 'Tanti Cosi Progetti',
        'Ruolo': 'produzione'
    },
    {
        'Identificativo': 31479,
        'Nome': 'Scuola Arti e Mestieri',
        'Ruolo': 'scene'
    }
]";"[
    {
        'Identificativo': 29263,
        'Nome': 'Fabbri, Massimiliano',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 62629,
        'Nome': 'Zuppa di sasso',
        'Ruolo': ''
    },
    {
        'Identificativo': 62628,
        'Nome': 'Zuppa di sasso',
        'Ruolo': ''
    }
]";[];;;;;;30658, 31479;produzione, scene;;29263;;;62629, 62628;;;Tanti Cosi Progetti, Scuola Arti e Mestieri;Massimiliano Fabbri;Zuppa di sasso, Zuppa di sasso;
56687;/Produzioni/2018 Il giardino delle magie (56687);1.0;Il giardino delle magie;;2018-01-01;2018-01-31;2018;[];"[
    {
        'Identificativo': 31480,
        'Nome': 'Luigi D'Elia e Francesco Niccolini / INTI',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 16994,
        'Nome': 'Niccolini, Francesco',
        'Ruolo': ''
    },
    {
        'Identificativo': 28283,
        'Nome': 'Aldorasi, Roberto',
        'Ruolo': ''
    },
    {
        'Identificativo': 29264,
        'Nome': 'D'Elia, Luigi',
        'Ruolo': ''
    },
    {
        'Identificativo': 29265,
        'Nome': 'Mongelli, Paolo',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 62631,
        'Nome': 'Il giardino delle magie. \r\nLa storia d'amore di André e Dorine',
        'Ruolo': ''
    },
    {
        'Identificativo': 62630,
        'Nome': 'Il giardino delle magie. \r\nLa storia d'amore di André e Dorine',
        'Ruolo': ''
    }
]";[];;;;;;31480;produzione;;16994, 28283, 29264, 29265;, , , ;;62631, 62630;;;Luigi D'Elia e Francesco Niccolini / INTI;Francesco Niccolini, Roberto Aldorasi, Luigi D'Elia, Paolo Mongelli;"Il giardino delle magie. 
La storia d'amore di André e Dorine, Il giardino delle magie. 
La storia d'amore di André e Dorine";
56688;/Produzioni/2018 Il cubo magico (56688);1.0;Il cubo magico;;2018-01-01;2018-01-31;2018;[];"[
    {
        'Identificativo': 30761,
        'Nome': 'Pandemonium Teatro',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 24355,
        'Nome': 'Manzini, Tiziano',
        'Ruolo': ''
    },
    {
        'Identificativo': 24357,
        'Nome': 'Palazzi, Emanuela',
        'Ruolo': ''
    },
    {
        'Identificativo': 28027,
        'Nome': 'Villa, Carlo',
        'Ruolo': ''
    },
    {
        'Identificativo': 24636,
        'Nome': 'Venturuzzo, Graziano',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 62633,
        'Nome': 'Il cubo magico\novvero la morbida pietra filosofale del gioco',
        'Ruolo': ''
    },
    {
        'Identificativo': 62632,
        'Nome': 'Il cubo magico\novvero la morbida pietra filosofale del gioco',
        'Ruolo': ''
    }
]";[];;;;;;30761;produzione;;24355, 24357, 28027, 24636;, , , ;;62633, 62632;;;Pandemonium Teatro;Tiziano Manzini, Emanuela Palazzi, Carlo Villa, Graziano Venturuzzo;"Il cubo magico
ovvero la morbida pietra filosofale del gioco, Il cubo magico
ovvero la morbida pietra filosofale del gioco";
56689;/Produzioni/2018 Il principe mezzanotte (56689);1.0;Il principe mezzanotte;;2018-01-01;2018-01-31;2018;[];"[
    {
        'Identificativo': 31481,
        'Nome': 'Compagnia Teatropersona',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 29271,
        'Nome': 'Serra, Alessandro',
        'Ruolo': ''
    },
    {
        'Identificativo': 29275,
        'Nome': 'Carlorosi, Chiara',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 62649,
        'Nome': 'Il principe mezzanotte',
        'Ruolo': ''
    },
    {
        'Identificativo': 62648,
        'Nome': 'Il principe mezzanotte',
        'Ruolo': ''
    },
    {
        'Identificativo': 62647,
        'Nome': 'Il principe mezzanotte',
        'Ruolo': ''
    },
    {
        'Identificativo': 62646,
        'Nome': 'Il principe mezzanotte',
        'Ruolo': ''
    }
]";[];;;;;;31481;produzione;;29271, 29275;, ;;62649, 62648, 62647, 62646;;;Compagnia Teatropersona;Alessandro Serra, Chiara Carlorosi;Il principe mezzanotte, Il principe mezzanotte, Il principe mezzanotte, Il principe mezzanotte;
56690;/Produzioni/2018 Il meraviglioso mago di Oz (56690);1.0;Il meraviglioso mago di Oz;;2018-03-27;2018-03-27;2018;"[
    {
        'Id': 187,
        'nome': 'Reggio Emilia',
        'relazione': 'luogo della prima rappresentazione/esecuzione'
    },
    {
        'Id': 8653,
        'nome': 'Teatro Cavallerizza',
        'relazione': 'edificio della prima rappresentazione/esecuzione'
    }
]";"[
    {
        'Identificativo': 30052,
        'Nome': 'MMCompany',
        'Ruolo': 'produzione'
    },
    {
        'Identificativo': 31430,
        'Nome': 'Agora Coaching Project',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 28051,
        'Nome': 'Spelti, Cristina',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 62653,
        'Nome': 'Il meraviglioso mago di Oz',
        'Ruolo': ''
    },
    {
        'Identificativo': 62652,
        'Nome': 'Il meraviglioso mago di Oz',
        'Ruolo': ''
    },
    {
        'Identificativo': 62651,
        'Nome': 'Il meraviglioso mago di Oz',
        'Ruolo': ''
    },
    {
        'Identificativo': 62650,
        'Nome': 'Il meraviglioso mago di Oz',
        'Ruolo': ''
    }
]";[];Reggio Emilia;187;Teatro Cavallerizza;8653;;30052, 31430;produzione, produzione;;28051;;;62653, 62652, 62651, 62650;;;MMCompany, Agora Coaching Project;Cristina Spelti;Il meraviglioso mago di Oz, Il meraviglioso mago di Oz, Il meraviglioso mago di Oz, Il meraviglioso mago di Oz;
56691;/Produzioni/MOUN portata dalla schiuma e dalle onde (56691);1.0;MOUN portata dalla schiuma e dalle onde;Teatro Gioco Vita, Piacenza (EN-);;;;[];"[
    {
        'Identificativo': 29742,
        'Nome': 'Teatro Gioco Vita',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 15495,
        'Nome': 'Longo, Valerio',
        'Ruolo': ''
    },
    {
        'Identificativo': 28011,
        'Nome': 'Fedeli, Tania',
        'Ruolo': ''
    },
    {
        'Identificativo': 28012,
        'Nome': 'Adorno, Anna',
        'Ruolo': ''
    },
    {
        'Identificativo': 15465,
        'Nome': 'Montecchi, Fabrizio',
        'Ruolo': ''
    },
    {
        'Identificativo': 17608,
        'Nome': 'Garioni, Nicoletta',
        'Ruolo': ''
    },
    {
        'Identificativo': 25226,
        'Nome': 'Codognola, Paolo',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 62655,
        'Nome': 'MOUN portata dalla schiuma e dalle onde',
        'Ruolo': ''
    },
    {
        'Identificativo': 62654,
        'Nome': 'MOUN portata dalla schiuma e dalle onde',
        'Ruolo': ''
    }
]";[];;;;;;29742;produzione;;15495, 28011, 28012, 15465, 17608, 25226;, , , , , ;;62655, 62654;;;Teatro Gioco Vita;Valerio Longo, Tania Fedeli, Anna Adorno, Fabrizio Montecchi, Nicoletta Garioni, Paolo Codognola;MOUN portata dalla schiuma e dalle onde, MOUN portata dalla schiuma e dalle onde;
56692;/Produzioni/2018 Il pinguino senza frac (56692);1.0;Il pinguino senza frac;;2018-01-01;2018-01-31;2018;[];"[
    {
        'Identificativo': 31309,
        'Nome': 'NoveTeatro',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 11325,
        'Nome': 'Tesauri, Gabriele',
        'Ruolo': ''
    },
    {
        'Identificativo': 28849,
        'Nome': 'Tagliavini, Francesca',
        'Ruolo': ''
    },
    {
        'Identificativo': 29281,
        'Nome': 'Savazzi, Emil',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 62660,
        'Nome': 'Il pinguino senza frac',
        'Ruolo': ''
    },
    {
        'Identificativo': 62659,
        'Nome': 'Il pinguino senza frac',
        'Ruolo': ''
    }
]";[];;;;;;31309;produzione;;11325, 28849, 29281;, , ;;62660, 62659;;;NoveTeatro;Gabriele Tesauri, Francesca Tagliavini, Emil Savazzi;Il pinguino senza frac, Il pinguino senza frac;
56693;/Produzioni/2018 BZZZZZZ operina per fiati e ombre (56693);1.0;BZZZZZZ operina per fiati e ombre;;2018-01-01;2018-01-31;2018;[];"[
    {
        'Identificativo': 31138,
        'Nome': 'L'Asina sull'isola',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 29282,
        'Nome': 'Spica, Pietro',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 62662,
        'Nome': 'BZZZZZZ operina per fiati e ombre',
        'Ruolo': ''
    },
    {
        'Identificativo': 62661,
        'Nome': 'BZZZZZZ operina per fiati e ombre',
        'Ruolo': ''
    }
]";[];;;;;;31138;produzione;;29282;;;62662, 62661;;;L'Asina sull'isola;Pietro Spica;BZZZZZZ operina per fiati e ombre, BZZZZZZ operina per fiati e ombre;
56694;/Produzioni/2018 Carmen, la stella del circo di Siviglia (56694);1.0;Carmen, la stella del circo di Siviglia;;2018-01-01;2018-01-31;2018;[];"[
    {
        'Identificativo': 30930,
        'Nome': 'As.Li.Co',
        'Ruolo': 'produzione'
    },
    {
        'Identificativo': 31483,
        'Nome': 'Bregenzer Festspiele',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 29284,
        'Nome': 'Bernard, Andrea',
        'Ruolo': ''
    },
    {
        'Identificativo': 29285,
        'Nome': 'Beltrame, Alberto',
        'Ruolo': ''
    },
    {
        'Identificativo': 29286,
        'Nome': 'Beccaro, Elena',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 62663,
        'Nome': 'Carmen, la stella del circo di Siviglia',
        'Ruolo': ''
    },
    {
        'Identificativo': 62664,
        'Nome': 'Carmen, la stella del circo di Siviglia',
        'Ruolo': ''
    },
    {
        'Identificativo': 62665,
        'Nome': 'Carmen, la stella del circo di Siviglia',
        'Ruolo': ''
    },
    {
        'Identificativo': 62666,
        'Nome': 'Carmen, la stella del circo di Siviglia',
        'Ruolo': ''
    },
    {
        'Identificativo': 62667,
        'Nome': 'Carmen, la stella del circo di Siviglia',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 69318,
        'Nome': 'Carmen',
        'Ruolo': ''
    }
]";;;;;;30930, 31483;produzione, produzione;;29284, 29285, 29286;, , ;;62663, 62664, 62665, 62666, 62667;;69318;As.Li.Co, Bregenzer Festspiele;Andrea Bernard, Alberto Beltrame, Elena Beccaro;Carmen, la stella del circo di Siviglia, Carmen, la stella del circo di Siviglia, Carmen, la stella del circo di Siviglia, Carmen, la stella del circo di Siviglia, Carmen, la stella del circo di Siviglia;Carmen
56695;/Produzioni/2018 Carmen. Rose rosse per te (56695);1.0;Carmen. Rose rosse per te;;2018-01-01;2018-01-31;2018;[];"[
    {
        'Identificativo': 30930,
        'Nome': 'As.Li.Co',
        'Ruolo': 'produzione'
    },
    {
        'Identificativo': 31484,
        'Nome': 'Cantieri del Teatro',
        'Ruolo': 'costumi,scene'
    }
]";"[
    {
        'Identificativo': 26716,
        'Nome': 'Capece, Manuela',
        'Ruolo': ''
    },
    {
        'Identificativo': 26717,
        'Nome': 'Doro, Davide',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 62668,
        'Nome': 'Carmen. Rose rosse per te',
        'Ruolo': ''
    },
    {
        'Identificativo': 62669,
        'Nome': 'Carmen. Rose rosse per te',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 72989,
        'Nome': 'Carmen. Rose rosse per te',
        'Ruolo': ''
    }
]";;;;;;30930, 31484;produzione, costumi,scene;;26716, 26717;, ;;62668, 62669;;72989;As.Li.Co, Cantieri del Teatro;Manuela Capece, Davide Doro;Carmen. Rose rosse per te, Carmen. Rose rosse per te;Carmen. Rose rosse per te
56696;/Produzioni/Vangelo secondo Lorenzo (56696);1.0;Vangelo secondo Lorenzo;"Elsinor/Teatro Stabile di Innovazione (EN-); Arca Azzurra Teatro (EN-); Teatro Metastasio Stabile della Toscana, Prato (EN-)";;;;[];"[
    {
        'Identificativo': 29753,
        'Nome': 'Arca Azzurra Teatro',
        'Ruolo': 'produzione'
    },
    {
        'Identificativo': 29808,
        'Nome': 'Teatro Metastasio Stabile della Toscana',
        'Ruolo': 'produzione'
    },
    {
        'Identificativo': 30235,
        'Nome': 'Elsinor/Teatro Stabile di Innovazione',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 26481,
        'Nome': 'Muscato, Leo',
        'Ruolo': ''
    },
    {
        'Identificativo': 28276,
        'Nome': 'Baldoni, Margherita',
        'Ruolo': ''
    },
    {
        'Identificativo': 25151,
        'Nome': 'Verazzi, Alessandro',
        'Ruolo': ''
    },
    {
        'Identificativo': 28497,
        'Nome': 'Biancalani, Federico',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 62670,
        'Nome': 'Vangelo secondo Lorenzo',
        'Ruolo': ''
    },
    {
        'Identificativo': 62671,
        'Nome': 'Vangelo secondo Lorenzo',
        'Ruolo': ''
    },
    {
        'Identificativo': 62672,
        'Nome': 'Vangelo secondo Lorenzo',
        'Ruolo': ''
    }
]";[];;;;;;29753, 29808, 30235;produzione, produzione, produzione;;26481, 28276, 25151, 28497;, , , ;;62670, 62671, 62672;;;Arca Azzurra Teatro, Teatro Metastasio Stabile della Toscana, Elsinor/Teatro Stabile di Innovazione;Leo Muscato, Margherita Baldoni, Alessandro Verazzi, Federico Biancalani;Vangelo secondo Lorenzo, Vangelo secondo Lorenzo, Vangelo secondo Lorenzo;
56697;/Produzioni/Metamorphers (56697);1.0;Metamorphers;"Dresden Frankfurt Dance Company (EN-); Teatro Arriaga, Bilbao (EN-)";;;;[];"[
    {
        'Identificativo': 31486,
        'Nome': 'Dresden Frankfurt Dance Company',
        'Ruolo': 'produzione'
    },
    {
        'Identificativo': 31488,
        'Nome': 'Teatro Arriaga',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 17757,
        'Nome': 'Godani, Jacopo',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 62673,
        'Nome': 'Jacopo Godani/Dresden Frankfurt Dance Company',
        'Ruolo': ''
    }
]";[];;;;;;31486, 31488;produzione, produzione;;17757;;;62673;;;Dresden Frankfurt Dance Company, Teatro Arriaga;Jacopo Godani;Jacopo Godani/Dresden Frankfurt Dance Company;
56698;/Produzioni/2018 Echoes from a restless soul (56698);1.0;Echoes from a restless soul;;2018-01-01;2018-01-31;2018;[];"[
    {
        'Identificativo': 31486,
        'Nome': 'Dresden Frankfurt Dance Company',
        'Ruolo': 'produzione'
    },
    {
        'Identificativo': 31488,
        'Nome': 'Teatro Arriaga',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 17757,
        'Nome': 'Godani, Jacopo',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 62673,
        'Nome': 'Jacopo Godani/Dresden Frankfurt Dance Company',
        'Ruolo': ''
    }
]";[];;;;;;31486, 31488;produzione, produzione;;17757;;;62673;;;Dresden Frankfurt Dance Company, Teatro Arriaga;Jacopo Godani;Jacopo Godani/Dresden Frankfurt Dance Company;
56699;/Produzioni/Moto Perpetuo (56699);1.0;Moto Perpetuo;"Dresden Frankfurt Dance Company (EN-); Teatro Arriaga, Bilbao (EN-)";;;;[];"[
    {
        'Identificativo': 31486,
        'Nome': 'Dresden Frankfurt Dance Company',
        'Ruolo': 'produzione'
    },
    {
        'Identificativo': 31488,
        'Nome': 'Teatro Arriaga',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 17757,
        'Nome': 'Godani, Jacopo',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 62673,
        'Nome': 'Jacopo Godani/Dresden Frankfurt Dance Company',
        'Ruolo': ''
    }
]";[];;;;;;31486, 31488;produzione, produzione;;17757;;;62673;;;Dresden Frankfurt Dance Company, Teatro Arriaga;Jacopo Godani;Jacopo Godani/Dresden Frankfurt Dance Company;
56700;/Produzioni/2018 Il piccolo spazzacamino (56700);1.0;Il piccolo spazzacamino;;2018-05-13;2018-05-13;2018;"[
    {
        'Id': 187,
        'nome': 'Reggio Emilia',
        'relazione': 'luogo della prima rappresentazione/esecuzione'
    },
    {
        'Id': 9415,
        'nome': 'Teatro Ariosto',
        'relazione': 'edificio della prima rappresentazione/esecuzione'
    }
]";"[
    {
        'Identificativo': 29716,
        'Nome': 'I Teatri di Reggio Emilia',
        'Ruolo': 'produzione'
    }
]";"[
    {
        'Identificativo': 24861,
        'Nome': 'Maccieri, Marco',
        'Ruolo': ''
    },
    {
        'Identificativo': 29309,
        'Nome': 'Mariotti, Rosa',
        'Ruolo': ''
    },
    {
        'Identificativo': 28650,
        'Nome': 'Bozzetta, Fabio',
        'Ruolo': ''
    },
    {
        'Identificativo': 29308,
        'Nome': 'Benazzi, Alice',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 62677,
        'Nome': 'Il piccolo spazzacamino',
        'Ruolo': ''
    },
    {
        'Identificativo': 62676,
        'Nome': 'Il piccolo spazzacamino',
        'Ruolo': ''
    },
    {
        'Identificativo': 62675,
        'Nome': 'Il piccolo spazzacamino',
        'Ruolo': ''
    },
    {
        'Identificativo': 62815,
        'Nome': 'Il piccolo spazzacamino',
        'Ruolo': ''
    },
    {
        'Identificativo': 62816,
        'Nome': 'Il piccolo spazzacamino',
        'Ruolo': ''
    },
    {
        'Identificativo': 62817,
        'Nome': 'Il piccolo spazzacamino',
        'Ruolo': ''
    }
]";"[
    {
        'Identificativo': 72994,
        'Nome': 'The Little Sweep / Il piccolo spazzacamino, op. 3',
        'Ruolo': ''
    }
]";Reggio Emilia;187;Teatro Ariosto;9415;;29716;produzione;;24861, 29309, 28650, 29308;, , , ;;62677, 62676, 62675, 62815, 62816, 62817;;72994;I Teatri di Reggio Emilia;Marco Maccieri, Rosa Mariotti, Fabio Bozzetta, Alice Benazzi;Il piccolo spazzacamino, Il piccolo spazzacamino, Il piccolo spazzacamino, Il piccolo spazzacamino, Il piccolo spazzacamino, Il piccolo spazzacamino;The Little Sweep / Il piccolo spazzacamino, op. 3
